Date,Hour,Commune Montreuil,IRIS 930480204,IRIS 930480205,IRIS 930480206,IRIS 930480401,IRIS 930480604,Total
2020-09-01,13:30:00,126962,16911,19302,14401,5655,14223,197454
2020-09-01,14:00:00,123948,15138,18880,13082,6073,14342,191463
2020-09-01,14:30:00,127146,15659,18834,13065,5561,14266,194531
2020-09-01,15:00:00,123888,15608,18364,13069,4816,13341,189086
2020-09-01,15:30:00,122988,13343,17589,13257,4803,14557,186537
2020-09-01,16:00:00,121205,13580,17511,12591,4454,13993,183334
2020-09-01,16:30:00,115646,13537,16759,12792,4866,14478,178078
2020-09-01,17:00:00,118643,15539,19785,14426,5763,15727,189883
2020-09-01,17:30:00,122849,15720,20499,16271,4693,16455,196487
2020-09-01,18:00:00,121818,15184,19282,15358,4569,16543,192754
2020-09-01,18:30:00,127114,16396,20481,15241,5403,15633,200268
2020-09-01,19:00:00,134392,17045,22487,17621,4660,18976,215181
2020-09-01,19:30:00,131776,17583,20751,16347,5821,17263,209541
2020-09-01,20:00:00,126867,17693,21345,15206,5947,15855,202913
2020-09-01,20:30:00,125314,15574,18287,12054,5038,12397,188664
2020-09-01,21:00:00,125443,15430,18407,12208,5130,12335,188953
2020-09-01,21:30:00,126424,15829,18624,12705,5320,12724,191626
2020-09-01,22:00:00,125459,16117,18183,12245,5477,12910,190391
2020-09-01,22:30:00,121971,15496,17249,11401,5385,12261,183763
2020-09-01,23:00:00,118057,14129,16183,10255,5084,11213,174921
2020-09-01,23:30:00,116869,13057,14471,10218,4916,11266,170797
2020-09-02,00:00:00,116152,13487,14679,9825,4436,10714,169293
2020-09-02,00:30:00,117049,12379,14217,8843,3601,11093,167182
2020-09-02,01:00:00,103084,11856,13641,6963,3582,10288,149414
2020-09-02,01:30:00,103133,12727,13358,5531,2774,8355,145878
2020-09-02,02:00:00,100708,10877,12535,6632,2103,7323,140178
2020-09-02,02:30:00,96789,12493,12985,6663,2743,5766,137439
2020-09-02,03:00:00,92369,13619,13373,6805,3271,1183,130620
2020-09-02,03:30:00,86968,10041,9992,6134,3336,830,117301
2020-09-02,04:00:00,84238,9413,9452,7462,2767,664,113996
2020-09-02,04:30:00,80124,10093,8207,6935,1944,752,108055
2020-09-02,05:00:00,82349,9905,8321,7285,1668,886,110414
2020-09-02,05:30:00,80920,10010,8281,7104,1685,705,108705
2020-09-02,06:00:00,80904,11235,8649,7243,2226,1088,111345
2020-09-02,06:30:00,95283,11078,11098,8119,1824,6093,133495
2020-09-02,07:00:00,97303,10174,11208,8207,1931,6654,135477
2020-09-02,07:30:00,106401,10885,12126,8235,2579,7769,147995
2020-09-02,08:00:00,112406,12435,13632,10705,3339,9606,162123
2020-09-02,08:30:00,119720,13166,15456,12225,3502,13054,177123
2020-09-02,09:00:00,123578,15199,15783,12338,3489,12656,183043
2020-09-02,09:30:00,128101,15140,16525,12081,4758,13665,190270
2020-09-02,10:00:00,125380,15607,18012,12735,4736,14694,191164
2020-09-02,10:30:00,122123,14163,16382,11386,4020,13193,181267
2020-09-02,11:00:00,121161,15484,18102,11846,4687,14249,185529
2020-09-02,11:30:00,121348,15334,18158,11772,5550,14787,186949
2020-09-02,12:00:00,127365,17322,19276,13647,5811,15391,198812
2020-09-02,12:30:00,127968,16877,18343,14323,5944,16397,199852
2020-09-02,13:00:00,125622,16519,19559,14764,5225,16524,198213
2020-09-02,13:30:00,125042,16078,19460,14532,4645,15596,195353
2020-09-02,14:00:00,125637,16199,20626,14924,4687,15073,197146
2020-09-02,14:30:00,123936,15649,18513,13487,4984,13862,190431
2020-09-02,15:00:00,118857,14626,17065,12293,4572,13464,180877
2020-09-02,15:30:00,121206,15052,17716,13107,4890,14726,186697
2020-09-02,16:00:00,121807,15465,18294,13567,4598,15001,188732
2020-09-02,16:30:00,119378,15698,18653,14058,4166,14006,185959
2020-09-02,17:00:00,123628,16289,20668,15686,5316,16468,198055
2020-09-02,17:30:00,125419,16813,19683,15544,5200,16428,199087
2020-09-02,18:00:00,125470,16925,21679,16923,5965,17122,204084
2020-09-02,18:30:00,126575,16448,21912,17554,5403,18686,206578
2020-09-02,19:00:00,130004,17924,22050,17769,5890,18911,212548
2020-09-02,19:30:00,131479,17445,20587,16076,6142,17099,208828
2020-09-02,20:00:00,127676,16592,20232,14501,6380,15123,200504
2020-09-02,20:30:00,125115,16316,18876,12375,5589,12771,191042
2020-09-02,21:00:00,122803,14993,17928,12086,4886,11609,184305
2020-09-02,21:30:00,121708,14459,17140,12112,5036,11744,182199
2020-09-02,22:00:00,119427,15513,16202,10477,5348,12059,179026
2020-09-02,22:30:00,119105,15607,16405,10232,5002,10636,176987
2020-09-02,23:00:00,119321,15380,16460,9795,5098,11408,177462
2020-09-02,23:30:00,118012,14786,16247,9694,4803,10390,173932
2020-09-03,00:00:00,114063,13640,14728,9150,4577,9602,165760
2020-09-03,00:30:00,109847,15189,14921,8621,5137,9188,162903
2020-09-03,01:00:00,100714,12556,13517,5908,3432,5570,141697
2020-09-03,01:30:00,96333,15095,13525,5591,3087,4312,137943
2020-09-03,02:00:00,89817,14899,14099,5703,2905,3699,131122
2020-09-03,02:30:00,83823,16824,14575,5616,3250,3271,127359
2020-09-03,03:00:00,77844,13619,14263,6156,2737,467,115086
2020-09-03,03:30:00,77436,15053,12993,5522,2564,601,114169
2020-09-03,04:00:00,75442,13916,11718,5741,3716,587,111120
2020-09-03,04:30:00,77507,11201,8011,5657,3152,499,106027
2020-09-03,05:00:00,77215,11028,8440,6564,2828,514,106589
2020-09-03,05:30:00,76979,10499,7866,6655,2224,545,104768
2020-09-03,06:00:00,80570,11430,8810,7721,2192,851,111574
2020-09-03,06:30:00,95339,11346,11149,7569,2129,6628,134160
2020-09-03,07:00:00,95616,10407,11910,7303,2284,7691,135211
2020-09-03,07:30:00,103190,11556,12620,8438,2623,8722,147149
2020-09-03,08:00:00,111869,11917,13746,10170,3008,9732,160442
2020-09-03,08:30:00,119907,13310,15334,12115,3239,12475,176380
2020-09-03,09:00:00,131254,16584,18745,13566,5009,15730,200888
2020-09-03,09:30:00,130680,15978,18782,14070,4892,15780,200182
2020-09-03,10:00:00,127504,16785,19195,13509,5423,14218,196634
2020-09-03,10:30:00,122526,15860,18242,11592,5560,12410,186190
2020-09-03,11:00:00,119495,15158,16215,10246,4454,12062,177630
2020-09-03,11:30:00,118813,14875,16758,10671,4774,12510,178401
2020-09-03,12:00:00,118132,14592,17301,11097,5094,12959,179175
2020-09-03,12:30:00,120778,15369,18343,13466,4759,13068,185783
2020-09-03,13:00:00,122289,15490,17606,12821,4768,14083,187057
2020-09-03,13:30:00,119468,16274,18569,13356,5108,13474,186249
2020-09-03,14:00:00,122032,16778,19001,13959,5333,15030,192133
2020-09-03,14:30:00,117769,15434,17644,12700,4537,12544,180628
2020-09-03,15:00:00,117862,15166,17117,12215,4439,13500,180299
2020-09-03,15:30:00,120066,14877,18186,12575,5013,14237,184954
2020-09-03,16:00:00,117221,14654,17573,12205,5028,14075,180756
2020-09-03,16:30:00,118962,14786,19140,13261,4986,15010,186145
2020-09-03,17:00:00,119276,14426,18925,14428,5237,15880,188172
2020-09-03,17:30:00,124899,15825,20548,17494,5617,19148,203531
2020-09-03,18:00:00,120284,14499,19705,16740,4682,18827,194737
2020-09-03,18:30:00,125967,16096,20732,17323,5290,19036,204444
2020-09-03,19:00:00,127702,18090,22566,17033,5432,18462,209285
2020-09-03,19:30:00,132031,18028,21196,15813,5711,17043,209822
2020-09-03,20:00:00,126550,17096,19845,14729,5128,15444,198792
2020-09-03,20:30:00,124784,15439,17923,13187,4643,12731,188707
2020-09-03,21:00:00,123321,15034,18273,13079,4574,13062,187343
2020-09-03,21:30:00,120137,15507,17686,12630,4865,12000,182825
2020-09-03,22:00:00,117181,15436,17158,11715,4325,12313,178128
2020-09-03,22:30:00,118447,15467,17882,11660,5267,12684,181407
2020-09-03,23:00:00,115565,15849,16255,11157,4919,11619,175364
2020-09-03,23:30:00,114693,14574,15738,10358,4927,11270,171560
2020-09-04,00:00:00,115474,13327,14734,10269,3784,11506,169094
2020-09-04,00:30:00,112444,13729,14200,8403,3226,11482,163484
2020-09-04,01:00:00,103458,12540,13813,7530,3016,12384,152741
2020-09-04,01:30:00,101063,11959,14330,6450,2866,9766,146434
2020-09-04,02:00:00,97939,15313,16409,6669,3851,6312,146493
2020-09-04,02:30:00,95699,14923,16206,7291,2857,5273,142249
2020-09-04,03:00:00,90357,13855,14507,6224,3517,5454,133914
2020-09-04,03:30:00,85076,12890,12853,5664,2839,5140,124462
2020-09-04,04:00:00,84434,13621,14337,7087,3064,3968,126511
2020-09-04,04:30:00,82916,12062,11190,7010,2299,801,116278
2020-09-04,05:00:00,81022,11609,8690,7071,2165,768,111325
2020-09-04,05:30:00,76514,11987,9000,7249,2589,869,108208
2020-09-04,06:00:00,80736,11776,9648,7925,2658,1527,114270
2020-09-04,06:30:00,97637,12474,12180,8304,2323,6493,139411
2020-09-04,07:00:00,100113,11098,12424,8446,2326,7732,142139
2020-09-04,07:30:00,106227,11704,14037,9367,2971,9186,153492
2020-09-04,08:00:00,114970,12085,14851,10457,2983,10824,166170
2020-09-04,08:30:00,120312,12998,15226,11147,3947,12881,176511
2020-09-04,09:00:00,126062,16239,17236,12511,5096,14442,191586
2020-09-04,09:30:00,128908,17433,19787,14535,5819,15070,201552
2020-09-04,10:00:00,127970,16946,18785,13386,5203,14946,197236
2020-09-04,10:30:00,127873,16907,19099,14093,5311,14695,197978
2020-09-04,11:00:00,125968,16695,19578,13398,4891,15285,195815
2020-09-04,11:30:00,123010,15915,19005,13719,5203,15369,192221
2020-09-04,12:00:00,121356,15752,17761,12930,5094,14918,187811
2020-09-04,12:30:00,121598,16125,18546,14105,4987,15413,190774
2020-09-04,13:00:00,122697,17106,19974,15953,5152,16612,197494
2020-09-04,13:30:00,120773,16834,19191,14728,5302,15016,191844
2020-09-04,14:00:00,123580,16776,19780,14536,5725,14969,195366
2020-09-04,14:30:00,123047,15802,19763,13474,6158,14096,192340
2020-09-04,15:00:00,118818,15844,18451,12163,5154,13271,183701
2020-09-04,15:30:00,127902,14718,17823,13923,6194,15453,196013
2020-09-04,16:00:00,129117,16934,18153,15424,6081,14177,199886
2020-09-04,16:30:00,129830,17210,21767,16841,6334,14686,206668
2020-09-04,17:00:00,128295,16625,21200,14724,6456,17875,205175
2020-09-04,17:30:00,128087,17219,21673,16248,5810,18609,207646
2020-09-04,18:00:00,123929,15606,20421,15558,5141,17877,198532
2020-09-04,18:30:00,123541,16449,20311,15767,5455,16679,198202
2020-09-04,19:00:00,129373,17941,22729,17848,5764,18849,212504
2020-09-04,19:30:00,122896,15776,20537,16332,5416,15604,196561
2020-09-04,20:00:00,126867,16064,20893,14961,5504,16423,200712
2020-09-04,20:30:00,123982,16238,20774,16000,5214,15591,197799
2020-09-04,21:00:00,122517,15570,19377,14863,5062,15196,192585
2020-09-04,21:30:00,122731,16899,19647,14217,5655,13969,193118
2020-09-04,22:00:00,118312,15316,18306,12971,5078,12989,182972
2020-09-04,22:30:00,117477,14709,18243,12708,4685,12550,180372
2020-09-04,23:00:00,114702,13843,16417,11917,4467,12023,173369
2020-09-04,23:30:00,114862,13123,15818,11278,4771,11567,171419
2020-09-05,00:00:00,114083,13483,14116,9826,4834,10380,166722
2020-09-05,00:30:00,115101,13322,13496,9011,4780,11364,167074
2020-09-05,01:00:00,103728,11077,10879,6211,3611,10104,145610
2020-09-05,01:30:00,102613,12697,12760,6106,3964,7313,145453
2020-09-05,02:00:00,98856,11303,11710,6011,2023,920,130823
2020-09-05,02:30:00,96532,13321,12329,5903,2857,630,131572
2020-09-05,03:00:00,91913,14076,13377,6982,2826,834,130008
2020-09-05,03:30:00,84671,14162,12575,5913,1708,747,119776
2020-09-05,04:00:00,82681,14641,13383,6266,1872,554,119397
2020-09-05,04:30:00,77381,14389,12615,6167,1768,599,112919
2020-09-05,05:00:00,73728,14136,12345,5810,1462,646,108127
2020-09-05,05:30:00,72482,13763,12466,6052,1583,577,106923
2020-09-05,06:00:00,73451,11534,12618,7177,1593,674,107047
2020-09-05,06:30:00,89753,11712,11942,6573,2156,5316,127452
2020-09-05,07:00:00,89707,8481,8868,5797,1874,4975,119702
2020-09-05,07:30:00,89409,8279,9012,5615,2020,5037,119372
2020-09-05,08:00:00,93984,9421,11063,7351,2594,6247,130660
2020-09-05,08:30:00,97954,9698,11521,7452,2721,6932,136278
2020-09-05,09:00:00,103311,10695,12954,8612,3120,9428,148120
2020-09-05,09:30:00,111433,10907,13069,8696,3055,8932,156092
2020-09-05,10:00:00,108178,11867,14218,9786,3383,9519,156951
2020-09-05,10:30:00,108912,12760,16115,10714,3800,11164,163465
2020-09-05,11:00:00,112382,15145,17003,12604,4685,13536,175355
2020-09-05,11:30:00,115888,14483,17830,13080,4658,14146,180085
2020-09-05,12:00:00,117403,15518,18963,14206,4875,14538,185503
2020-09-05,12:30:00,116208,15048,18646,13862,5267,15091,184122
2020-09-05,13:00:00,115608,15158,18895,14036,4530,13880,182107
2020-09-05,13:30:00,117910,16311,17641,13607,4088,13814,183371
2020-09-05,14:00:00,118383,15158,18475,13842,4366,14652,184876
2020-09-05,14:30:00,115295,16041,18461,13702,5306,13389,182194
2020-09-05,15:00:00,119127,15406,18347,12501,4568,13910,183859
2020-09-05,15:30:00,114373,14113,17745,13935,4223,13240,177629
2020-09-05,16:00:00,113172,13940,17452,13715,4680,13766,176725
2020-09-05,16:30:00,113960,15443,17500,12739,4932,13451,178025
2020-09-05,17:00:00,114872,14560,18114,13657,4353,13956,179512
2020-09-05,17:30:00,123926,14306,18108,14383,4077,14387,189187
2020-09-05,18:00:00,107481,15125,17575,13604,4689,14634,173108
2020-09-05,18:30:00,124310,15945,21411,16644,5397,16099,199806
2020-09-05,19:00:00,124113,15154,20768,16302,5154,16411,197902
2020-09-05,19:30:00,123143,15878,20538,15603,5333,16833,197328
2020-09-05,20:00:00,127041,14924,19310,14682,5273,14908,196138
2020-09-05,20:30:00,124431,16023,19733,15503,5159,14918,195767
2020-09-05,21:00:00,124289,16185,19534,14031,4903,14886,193828
2020-09-05,21:30:00,120449,16159,19076,13841,5348,14270,189143
2020-09-05,22:00:00,119918,14488,16859,11370,4231,12560,179426
2020-09-05,22:30:00,117774,14166,16945,11374,4519,12915,177693
2020-09-05,23:00:00,114946,13479,17343,11448,4768,12416,174400
2020-09-05,23:30:00,112690,12804,16057,9914,4884,10354,166703
2020-09-06,00:00:00,114556,12470,14505,10468,4754,12602,169355
2020-09-06,00:30:00,111523,14469,14639,9344,3980,13008,166963
2020-09-06,01:00:00,102519,12734,11750,8051,2876,12030,149960
2020-09-06,01:30:00,100176,13816,13738,7220,3579,11105,149634
2020-09-06,02:00:00,93074,15368,15089,6522,3600,5162,138815
2020-09-06,02:30:00,88828,14577,13541,5986,2850,4266,130048
2020-09-06,03:00:00,88405,14363,13738,5648,2812,3460,128426
2020-09-06,03:30:00,89974,14685,13775,5966,3130,1019,128549
2020-09-06,04:00:00,88832,13664,13745,6058,3146,607,126052
2020-09-06,04:30:00,84364,14134,12851,5942,2237,697,120225
2020-09-06,05:00:00,80969,13642,11071,7032,2156,693,115563
2020-09-06,05:30:00,80673,10758,7657,6257,2128,641,108114
2020-09-06,06:00:00,83201,11734,7827,6648,2287,734,112431
2020-09-06,06:30:00,91763,10821,11768,7800,1770,5483,129405
2020-09-06,07:00:00,88773,8739,9969,6345,1746,5821,121393
2020-09-06,07:30:00,89905,8811,9781,6016,2020,5605,122138
2020-09-06,08:00:00,90229,9371,10437,6651,2983,6555,126226
2020-09-06,08:30:00,94762,10127,11144,6174,2301,6589,131097
2020-09-06,09:00:00,101610,10644,12289,8032,2389,7435,142399
2020-09-06,09:30:00,103455,11261,11770,8030,2633,8167,145316
2020-09-06,10:00:00,109002,13247,13914,9199,3561,9723,158646
2020-09-06,10:30:00,108382,14500,15020,9948,3616,9585,161051
2020-09-06,11:00:00,112260,15050,16639,11104,4586,11283,170922
2020-09-06,11:30:00,114988,15818,17022,11393,4496,10830,174547
2020-09-06,12:00:00,116165,16722,18320,13186,5049,12245,181687
2020-09-06,12:30:00,116938,16273,18490,12447,4435,12616,181199
2020-09-06,13:00:00,117319,16495,18317,12518,4813,12641,182103
2020-09-06,13:30:00,116902,16429,17161,13871,4735,11713,180811
2020-09-06,14:00:00,117218,14226,19080,11616,4657,14593,181390
2020-09-06,14:30:00,114820,15802,18422,13150,4838,11345,178377
2020-09-06,15:00:00,118166,13756,15468,12501,5014,13341,178246
2020-09-06,15:30:00,115643,14041,16333,12895,5532,13844,178288
2020-09-06,16:00:00,117209,15741,17221,11737,6159,14177,182244
2020-09-06,16:30:00,116035,14894,16563,11270,5919,12254,176935
2020-09-06,17:00:00,119158,15272,16760,12030,6095,15504,184819
2020-09-06,17:30:00,121354,14430,17541,15394,5890,12625,187234
2020-09-06,18:00:00,118821,15066,18024,12188,5669,12706,182474
2020-09-06,18:30:00,122421,16448,20577,16048,5620,12992,194106
2020-09-06,19:00:00,125639,15115,21620,16849,6035,17651,202909
2020-09-06,19:30:00,126805,15680,20751,15634,6562,16329,201761
2020-09-06,20:00:00,126971,15406,18566,14961,6117,15369,197390
2020-09-06,20:30:00,126845,16527,18856,13214,5907,14598,195947
2020-09-06,21:00:00,124537,14403,16806,12056,4556,13670,186028
2020-09-06,21:30:00,125701,13969,16880,11782,5101,12585,186018
2020-09-06,22:00:00,124862,13938,16337,10877,4596,11209,181819
2020-09-06,22:30:00,121680,14065,15837,10443,3970,10369,176364
2020-09-06,23:00:00,118308,14099,15636,9712,4611,11772,174138
2020-09-06,23:30:00,122448,14167,15857,11012,4903,11430,179817
2020-09-07,00:00:00,115434,12937,13952,9591,3887,10395,166196
2020-09-07,00:30:00,115943,12244,14446,8389,4569,10589,166180
2020-09-07,01:00:00,106404,12781,13018,7660,3740,10240,153843
2020-09-07,01:30:00,100375,11257,12179,6162,2481,6932,139386
2020-09-07,02:00:00,97401,12305,13855,5963,2896,4327,136747
2020-09-07,02:30:00,83694,12261,12008,5821,853,347,114984
2020-09-07,03:00:00,90638,12923,13640,6273,2954,797,127225
2020-09-07,03:30:00,84102,13492,12267,5879,1557,845,118142
2020-09-07,04:00:00,85088,13231,11387,5715,1627,843,117891
2020-09-07,04:30:00,85071,9780,8053,6719,2024,864,112511
2020-09-07,05:00:00,83197,9607,7814,6732,1673,958,109981
2020-09-07,05:30:00,84715,9695,8430,7227,1919,1070,113056
2020-09-07,06:00:00,86461,10552,8757,7267,2311,1112,116460
2020-09-07,06:30:00,98646,10458,11730,7930,1590,7465,137819
2020-09-07,07:00:00,101131,10365,12564,8492,2077,8097,142726
2020-09-07,07:30:00,105932,10874,12433,9058,2264,8223,148784
2020-09-07,08:00:00,119846,12857,16338,11488,3370,11917,175816
2020-09-07,08:30:00,125633,13130,15490,12215,3765,13288,183521
2020-09-07,09:00:00,128494,14861,16077,12646,4661,14475,191214
2020-09-07,09:30:00,129027,15433,17785,13402,4245,15658,195550
2020-09-07,10:00:00,126638,14920,17621,11974,4123,14670,189946
2020-09-07,10:30:00,120535,16066,17338,11993,4840,13175,183947
2020-09-07,11:00:00,115324,14573,16556,11962,4063,12809,175287
2020-09-07,11:30:00,117937,15018,15771,11231,3964,13326,177247
2020-09-07,12:00:00,120019,14799,15376,10331,4185,14318,179028
2020-09-07,12:30:00,116949,14217,18604,13669,4465,12449,180353
2020-09-07,13:00:00,118914,14090,16761,12155,4692,14529,181141
2020-09-07,13:30:00,122625,16485,18660,13352,4680,15231,191033
2020-09-07,14:00:00,121872,16343,19026,13371,5199,14314,190125
2020-09-07,14:30:00,121403,16100,18925,13955,5083,15225,190691
2020-09-07,15:00:00,120773,15317,18336,12080,5443,14253,186202
2020-09-07,15:30:00,122753,14488,17894,12514,5263,13611,186523
2020-09-07,16:00:00,121329,14783,17519,11923,5140,13325,184019
2020-09-07,16:30:00,118816,16391,17449,11939,5701,14284,184580
2020-09-07,17:00:00,113886,15200,16206,10405,4780,13366,173843
2020-09-07,17:30:00,114918,14130,17830,14312,4090,15383,180663
2020-09-07,18:00:00,117072,14997,19653,15096,5489,17398,189705
2020-09-07,18:30:00,116651,15095,19675,15345,5469,17082,189317
2020-09-07,19:00:00,126012,18063,21949,16260,5664,18562,206510
2020-09-07,19:30:00,124706,18365,21576,16330,5322,17226,203525
2020-09-07,20:00:00,121888,16107,19629,15038,5228,15775,193665
2020-09-07,20:30:00,123371,16609,18110,13152,5394,14294,190930
2020-09-07,21:00:00,126519,15848,19312,13638,5233,13733,194283
2020-09-07,21:30:00,117966,16692,17575,11222,5356,11886,180697
2020-09-07,22:00:00,117565,14715,16604,11347,5060,12172,177463
2020-09-07,22:30:00,118555,15996,16458,11016,5168,11327,178520
2020-09-07,23:00:00,114757,15294,15778,10362,4548,12193,172932
